Vehicle,Compartment,Shelf,Item,Expected Qty,Actual Qty,Status,Notes / Action Required
Utility 62,Truck Bed — Cases and Bins,MSA/SCBA · Milk crate · Water rescue bin · Throw bag · Rope · Extinguisher · Sked,"Black Bag — Flood Light, Stand, Battery",1,,,
Utility 62,Truck Bed — Cases and Bins,MSA/SCBA · Milk crate · Water rescue bin · Throw bag · Rope · Extinguisher · Sked,Orange/Red Bag — PFD + Throw Bag,1,,,
Utility 62,Truck Bed — Cases and Bins,MSA/SCBA · Milk crate · Water rescue bin · Throw bag · Rope · Extinguisher · Sked,Rope Spool — 200 ft,1,,,
Utility 62,Truck Bed — Cases and Bins,MSA/SCBA · Milk crate · Water rescue bin · Throw bag · Rope · Extinguisher · Sked,ABC Fire Extinguisher,1,,,
Utility 62,Truck Bed — Cases and Bins,MSA/SCBA · Milk crate · Water rescue bin · Throw bag · Rope · Extinguisher · Sked,Sked — Foldable Rescue Stretcher,1,,,
Utility 62,Truck Bed — Tools,2 Pike poles · Halligan · Flat head axe · Umbrella · Snow scraper,2 Pike Poles,1,,,
Utility 62,Truck Bed — Tools,2 Pike poles · Halligan · Flat head axe · Umbrella · Snow scraper,Halligan Bar,1,,,
Utility 62,Truck Bed — Tools,2 Pike poles · Halligan · Flat head axe · Umbrella · Snow scraper,Flat Head Axe,1,,,
Utility 62,Truck Bed — Tools,2 Pike poles · Halligan · Flat head axe · Umbrella · Snow scraper,Umbrella,1,,,
Utility 62,Truck Bed — Tools,2 Pike poles · Halligan · Flat head axe · Umbrella · Snow scraper,Snow Scraper,1,,,
Utility 62,Supplies — Batteries & Hydration,Spare DeWalt batteries · Water bottles,Spare DeWalt Batteries,1,,,
Utility 62,Supplies — Batteries & Hydration,Spare DeWalt batteries · Water bottles,Water Bottles,1,,,
Utility 62,U62 Shift Rig Check — Checklist,Walk every section every shift · Sign off · Own your rig,Front Dash,1,,,
Utility 62,U62 Shift Rig Check — Checklist,Walk every section every shift · Sign off · Own your rig,Glove Compartment,1,,,
Utility 62,U62 Shift Rig Check — Checklist,Walk every section every shift · Sign off · Own your rig,Door Pockets,1,,,
Utility 62,U62 Shift Rig Check — Checklist,Walk every section every shift · Sign off · Own your rig,Front Bench + Back Seat,1,,,
Utility 62,U62 Shift Rig Check — Checklist,Walk every section every shift · Sign off · Own your rig,Truck Bed — Cases & Bins,1,,,
Utility 62,U62 Shift Rig Check — Checklist,Walk every section every shift · Sign off · Own your rig,Truck Bed — Tools,1,,,
Utility 62,U62 Shift Rig Check — Checklist,Walk every section every shift · Sign off · Own your rig,Supplies,1,,,
Brushtruck 62,Front Seat,—,Radios,1,,,
Brushtruck 62,Glove Box,—,ERG Book,1,,,
Brushtruck 62,Glove Box,—,Bug Spray,1,,,
Brushtruck 62,Glove Box,—,Fuel Key,1,,,
Brushtruck 62,Glove Box,—,Water Guides / Water Source Maps,1,,,
Brushtruck 62,Back Seat,—,PFD — Personal Flotation Device,1,,,
Brushtruck 62,Back Seat,—,Hot Stick,1,,,
Brushtruck 62,Back Seat,—,Box Light (Large Flashlight),1,,,
Brushtruck 62,Back Seat,—,Hose Bag,1,,,
Brushtruck 62,Container in Back Seat,—,Small 1″ Hose,1,,,
Brushtruck 62,Container in Back Seat,—,Safety Vest,1,,,
Brushtruck 62,Container in Back Seat,—,Maps,1,,,
Brushtruck 62,Container in Back Seat,—,Duct Tape,1,,,
Brushtruck 62,Container in Back Seat,—,Caution Tape,1,,,
Brushtruck 62,Container in Back Seat,—,Garbage Bags,1,,,
Brushtruck 62,Container in Back Seat,—,Pub Ed — Public Education Materials,1,,,
Brushtruck 62,Container in Back Seat,—,Strap (Utility / Tie-Down),1,,,
Brushtruck 62,Container in Back Seat,—,Towel,1,,,
Brushtruck 62,Rear of Vehicle — Water System,—,250-Gallon Water Tank,1,,,
Brushtruck 62,Rear of Vehicle — Water System,—,1″ Hose Reel (200 Feet),1,,,
Brushtruck 62,Rear of Vehicle — Water System,—,Handle for Hose Reel,1,,,
Brushtruck 62,Rear of Vehicle — Water System,—,Hard Suction Hose (2 × 12′ Black),1,,,
Brushtruck 62,Rear of Vehicle — Water System,—,Metal Filter / Strainer for Suction Hose,1,,,
Brushtruck 62,Rear of Vehicle — Water System,—,Metal Wheel Chock (1),1,,,
Brushtruck 62,Rear of Vehicle — Water System,—,Plastic Gas Can (Pump Fuel),1,,,
Brushtruck 62,Rear of Vehicle — Water System,—,2½″ Hose Roll (50 Feet),1,,,
Brushtruck 62,Rear of Vehicle — Water System,—,1½″ Hose on Cross Lay (~150 Feet),1,,,
Brushtruck 62,Rear of Vehicle — Water System,—,Fog Nozzle,1,,,
Brushtruck 62,Rear of Vehicle — Hand Tools,—,Brush Paddles (3 Total),1,,,
Brushtruck 62,Rear of Vehicle — Hand Tools,—,Pike Poles (2 Total),1,,,
Brushtruck 62,Rear of Vehicle — Hand Tools,—,New York Pole / Roof Rake (1),1,,,
Brushtruck 62,Rear of Vehicle — Hand Tools,—,Bolt Cutters,1,,,
Brushtruck 62,Rear of Vehicle — Hand Tools,—,"Halligan Tool (""Hallagan Tool"")",1,,,
Brushtruck 62,Rear of Vehicle — Hand Tools,—,Plastic Funnel,1,,,
Brushtruck 62,Water Pump,—,Portable Water Pump — 2½″ Inlet / 1½″ Outlet,1,,,
Brushtruck 62,Hydrant Bag,—,Gate Valve,1,,,
Brushtruck 62,Hydrant Bag,—,1″ Garden Hose,1,,,
Brushtruck 62,Hydrant Bag,—,Hydrant Wrench,1,,,
Brushtruck 62,Hydrant Bag,—,Small Spanner Wrench (1¾″ Hose / Gas Shut-Off),1,,,
Brushtruck 62,Hydrant Bag,—,Large Spanner Wrench (5″ Hose / LDH),1,,,
Brushtruck 62,Hydrant Bag,—,Storz Adapters — A through F (Hydrant Bag),1,,,
Brushtruck 62,Hydrant Bag,—,Pipe Wrench,1,,,
Brushtruck 62,Hydrant Bag,—,Black Electrical Tape,1,,,
Squad 61,Driver's Side Front Compartment,Light Tower · Fire Investigation · Wet Vac · Particulate Mask,Light Tower Controller,1,,,
Squad 61,Driver's Side Front Compartment,Light Tower · Fire Investigation · Wet Vac · Particulate Mask,Fire Investigation Box,1,,,
Squad 61,Driver's Side Front Compartment,Light Tower · Fire Investigation · Wet Vac · Particulate Mask,Wet Vac,1,,,
Squad 61,Driver's Side Front Compartment,Light Tower · Fire Investigation · Wet Vac · Particulate Mask,Dust / Particulate Face Mask,1,,,
Squad 61,Driver's Side Traverse — Bottom Shelf,Winch · Steering Wheel Cutter,Winch with Remote,1,,,
Squad 61,Driver's Side Traverse — Bottom Shelf,Winch · Steering Wheel Cutter,Steering Wheel Cutter,1,,,
Squad 61,DS Compartment 3 (Over Wheel) — Top Shelf,Circular Saw · K12 Saw · Chainsaw · Chain Oil,Circular Saw,1,,,
Squad 61,DS Compartment 3 (Over Wheel) — Top Shelf,Circular Saw · K12 Saw · Chainsaw · Chain Oil,K12 Saw,1,,,
Squad 61,DS Compartment 3 (Over Wheel) — Top Shelf,Circular Saw · K12 Saw · Chainsaw · Chain Oil,Chainsaw,1,,,
Squad 61,DS Compartment 3 (Over Wheel) — Top Shelf,Circular Saw · K12 Saw · Chainsaw · Chain Oil,Chain Oil,1,,,
Squad 61,DS Compartment 3 (Over Wheel) — Bottom Shelf,Cordless Power Tool Set · Impacts · Grinder · Recip Saw · Blades · Bits · Charger,"1/2"" Impact Wrench",1,,,
Squad 61,DS Compartment 3 (Over Wheel) — Bottom Shelf,Cordless Power Tool Set · Impacts · Grinder · Recip Saw · Blades · Bits · Charger,"1/4"" Impact Driver (with Bits)",1,,,
Squad 61,DS Compartment 3 (Over Wheel) — Bottom Shelf,Cordless Power Tool Set · Impacts · Grinder · Recip Saw · Blades · Bits · Charger,Angle Grinder,1,,,
Squad 61,DS Compartment 3 (Over Wheel) — Bottom Shelf,Cordless Power Tool Set · Impacts · Grinder · Recip Saw · Blades · Bits · Charger,Reciprocating Saw (with Metal & Wood Blades),1,,,
Squad 61,DS Compartment 3 (Over Wheel) — Bottom Shelf,Cordless Power Tool Set · Impacts · Grinder · Recip Saw · Blades · Bits · Charger,Spare Blades (Recip / Circ / Etc.),1,,,
Squad 61,DS Compartment 3 (Over Wheel) — Bottom Shelf,Cordless Power Tool Set · Impacts · Grinder · Recip Saw · Blades · Bits · Charger,Battery Charger,1,,,
Squad 61,DS Compartment 3 (Over Wheel) — Bottom Shelf,Cordless Power Tool Set · Impacts · Grinder · Recip Saw · Blades · Bits · Charger,Drill / Driver Bits,1,,,
Squad 61,Driver's Side Rear Cabinet — Air Cascade,Cascade Controls · Adapters · Towel,Cascade Controls,1,,,
Squad 61,Driver's Side Rear Cabinet — Air Cascade,Cascade Controls · Adapters · Towel,"Adapters — Air Reel, Scuba, & Boom Fill",1,,,
Squad 61,Driver's Side Rear Cabinet — Air Cascade,Cascade Controls · Adapters · Towel,Towel,1,,,
Squad 61,Officer Front Compartments,Little Giant · Tarps · Cribbing · Oil Dry · Garbage Container,Little Giant Ladder,1,,,
Squad 61,Officer Front Compartments,Little Giant · Tarps · Cribbing · Oil Dry · Garbage Container,Tarps,1,,,
Squad 61,Officer Front Compartments,Little Giant · Tarps · Cribbing · Oil Dry · Garbage Container,Cribbing & Chocks,1,,,
Squad 61,Officer Front Compartments,Little Giant · Tarps · Cribbing · Oil Dry · Garbage Container,Oil Dry (Absorbent),1,,,
Squad 61,Officer Front Compartments,Little Giant · Tarps · Cribbing · Oil Dry · Garbage Container,Garbage Container,1,,,
Squad 61,Officer's Side Traverse — Lower Shelf,Hurst Tools · Akron Lights · Jacks · Air Chisel · Chain · RIT Pack · B-Post · Punch · Wet Vac · Airbag Controller · Submersible · Road Salt,Hurst Ram Tool,1,,,
Squad 61,Officer's Side Traverse — Lower Shelf,Hurst Tools · Akron Lights · Jacks · Air Chisel · Chain · RIT Pack · B-Post · Punch · Wet Vac · Airbag Controller · Submersible · Road Salt,Hurst Cutter,1,,,
Squad 61,Officer's Side Traverse — Lower Shelf,Hurst Tools · Akron Lights · Jacks · Air Chisel · Chain · RIT Pack · B-Post · Punch · Wet Vac · Airbag Controller · Submersible · Road Salt,Hurst Spreader,1,,,
Squad 61,Officer's Side Traverse — Lower Shelf,Hurst Tools · Akron Lights · Jacks · Air Chisel · Chain · RIT Pack · B-Post · Punch · Wet Vac · Airbag Controller · Submersible · Road Salt,Akron Lights,2,,,
Squad 61,Officer's Side Traverse — Lower Shelf,Hurst Tools · Akron Lights · Jacks · Air Chisel · Chain · RIT Pack · B-Post · Punch · Wet Vac · Airbag Controller · Submersible · Road Salt,High Lift Jacks,1,,,
Squad 61,Officer's Side Traverse — Lower Shelf,Hurst Tools · Akron Lights · Jacks · Air Chisel · Chain · RIT Pack · B-Post · Punch · Wet Vac · Airbag Controller · Submersible · Road Salt,Traffic Cones,1,,,
Squad 61,Officer's Side Traverse — Lower Shelf,Hurst Tools · Akron Lights · Jacks · Air Chisel · Chain · RIT Pack · B-Post · Punch · Wet Vac · Airbag Controller · Submersible · Road Salt,Res-Q-Jacks,4,,,
Squad 61,Officer's Side Traverse — Lower Shelf,Hurst Tools · Akron Lights · Jacks · Air Chisel · Chain · RIT Pack · B-Post · Punch · Wet Vac · Airbag Controller · Submersible · Road Salt,Scissor Jacks,2,,,
Squad 61,Officer's Side Traverse — Lower Shelf,Hurst Tools · Akron Lights · Jacks · Air Chisel · Chain · RIT Pack · B-Post · Punch · Wet Vac · Airbag Controller · Submersible · Road Salt,Air Chisel,1,,,
Squad 61,Officer's Side Traverse — Lower Shelf,Hurst Tools · Akron Lights · Jacks · Air Chisel · Chain · RIT Pack · B-Post · Punch · Wet Vac · Airbag Controller · Submersible · Road Salt,Buckets of Chain,2,,,
Squad 61,Officer's Side Traverse — Lower Shelf,Hurst Tools · Akron Lights · Jacks · Air Chisel · Chain · RIT Pack · B-Post · Punch · Wet Vac · Airbag Controller · Submersible · Road Salt,RIT Airpack,1,,,
Squad 61,Officer's Side Traverse — Lower Shelf,Hurst Tools · Akron Lights · Jacks · Air Chisel · Chain · RIT Pack · B-Post · Punch · Wet Vac · Airbag Controller · Submersible · Road Salt,B-Post Tool,1,,,
Squad 61,Officer's Side Traverse — Lower Shelf,Hurst Tools · Akron Lights · Jacks · Air Chisel · Chain · RIT Pack · B-Post · Punch · Wet Vac · Airbag Controller · Submersible · Road Salt,Center Punch,1,,,
Squad 61,Officer's Side Traverse — Lower Shelf,Hurst Tools · Akron Lights · Jacks · Air Chisel · Chain · RIT Pack · B-Post · Punch · Wet Vac · Airbag Controller · Submersible · Road Salt,Wet Vac (Officer's Traverse),1,,,
Squad 61,Officer's Side Traverse — Lower Shelf,Hurst Tools · Akron Lights · Jacks · Air Chisel · Chain · RIT Pack · B-Post · Punch · Wet Vac · Airbag Controller · Submersible · Road Salt,Airbag Controller (Older Bags),1,,,
Squad 61,Officer's Side Traverse — Lower Shelf,Hurst Tools · Akron Lights · Jacks · Air Chisel · Chain · RIT Pack · B-Post · Punch · Wet Vac · Airbag Controller · Submersible · Road Salt,Dayton Submersible Pump,1,,,
Squad 61,Officer's Side Traverse — Lower Shelf,Hurst Tools · Akron Lights · Jacks · Air Chisel · Chain · RIT Pack · B-Post · Punch · Wet Vac · Airbag Controller · Submersible · Road Salt,Road Salt,1,,,
Squad 61,Officer's Side Compartment Over Wheel,Hand Tools · Forcible Entry · Pulley System,Flat Head Axe,1,,,
Squad 61,Officer's Side Compartment Over Wheel,Hand Tools · Forcible Entry · Pulley System,Pick Axe,1,,,
Squad 61,Officer's Side Compartment Over Wheel,Hand Tools · Forcible Entry · Pulley System,Halligan,1,,,
Squad 61,Officer's Side Compartment Over Wheel,Hand Tools · Forcible Entry · Pulley System,Sledgehammer,1,,,
Squad 61,Officer's Side Compartment Over Wheel,Hand Tools · Forcible Entry · Pulley System,Closet Pikes,2,,,
Squad 61,Officer's Side Compartment Over Wheel,Hand Tools · Forcible Entry · Pulley System,Slings,1,,,
Squad 61,Officer's Side Compartment Over Wheel,Hand Tools · Forcible Entry · Pulley System,Pulley System,1,,,
Squad 61,Officer's Side Rear Compartment,Toolboxes · Wrenches · Sockets · Cribbing · Ratchet Straps,Toolbox with SAE & Metric Wrenches,1,,,
Squad 61,Officer's Side Rear Compartment,Toolboxes · Wrenches · Sockets · Cribbing · Ratchet Straps,Standard Toolbox,1,,,
Squad 61,Officer's Side Rear Compartment,Toolboxes · Wrenches · Sockets · Cribbing · Ratchet Straps,Socket Sets,1,,,
Squad 61,Officer's Side Rear Compartment,Toolboxes · Wrenches · Sockets · Cribbing · Ratchet Straps,More Cribbing & Wedges,1,,,
Squad 61,Officer's Side Rear Compartment,Toolboxes · Wrenches · Sockets · Cribbing · Ratchet Straps,Ratchet Straps,1,,,
Squad 61,"Rear Compartment — ""The Big Stuff""",Air Bags · Fire Extinguishers · Stokes · Pike Poles · Smoke Ejectors,Multi-Lift Air Bags with Controller,1,,,
Squad 61,"Rear Compartment — ""The Big Stuff""",Air Bags · Fire Extinguishers · Stokes · Pike Poles · Smoke Ejectors,Old Air Bag,1,,,
Squad 61,"Rear Compartment — ""The Big Stuff""",Air Bags · Fire Extinguishers · Stokes · Pike Poles · Smoke Ejectors,Fire Extinguishers,1,,,
Squad 61,"Rear Compartment — ""The Big Stuff""",Air Bags · Fire Extinguishers · Stokes · Pike Poles · Smoke Ejectors,Stokes Basket,1,,,
Squad 61,"Rear Compartment — ""The Big Stuff""",Air Bags · Fire Extinguishers · Stokes · Pike Poles · Smoke Ejectors,Fire Investigation Rake,1,,,
Squad 61,"Rear Compartment — ""The Big Stuff""",Air Bags · Fire Extinguishers · Stokes · Pike Poles · Smoke Ejectors,Pike Poles / NY Hooks,4,,,
Squad 61,"Rear Compartment — ""The Big Stuff""",Air Bags · Fire Extinguishers · Stokes · Pike Poles · Smoke Ejectors,Smoke Ejectors,2,,,
Squad 61,Officer Coffin Compartment (Top) — Spill Gear,Pads · Oil Dry · Spill Kit · Oil Pan · Shovels,Absorbent Pads,1,,,
Squad 61,Officer Coffin Compartment (Top) — Spill Gear,Pads · Oil Dry · Spill Kit · Oil Pan · Shovels,Oil Dry (Top Compartment),1,,,
Squad 61,Officer Coffin Compartment (Top) — Spill Gear,Pads · Oil Dry · Spill Kit · Oil Pan · Shovels,Spill Kit,1,,,
Squad 61,Officer Coffin Compartment (Top) — Spill Gear,Pads · Oil Dry · Spill Kit · Oil Pan · Shovels,Oil Pan,1,,,
Squad 61,Officer Coffin Compartment (Top) — Spill Gear,Pads · Oil Dry · Spill Kit · Oil Pan · Shovels,Shovels,1,,,
Squad 61,Driver Coffin Compartment — Water Rescue Gear,Mustang Suits · Horse Collars · Helmets · Throw Bags · PFDs · Pipe Plugs,Mustang Suits,2,,,
Squad 61,Driver Coffin Compartment — Water Rescue Gear,Mustang Suits · Horse Collars · Helmets · Throw Bags · PFDs · Pipe Plugs,Horse Collars with Water Rescue Rope,2,,,
Squad 61,Driver Coffin Compartment — Water Rescue Gear,Mustang Suits · Horse Collars · Helmets · Throw Bags · PFDs · Pipe Plugs,Helmets (Water Rescue),2,,,
Squad 61,Driver Coffin Compartment — Water Rescue Gear,Mustang Suits · Horse Collars · Helmets · Throw Bags · PFDs · Pipe Plugs,Throw Bags,2,,,
Squad 61,Driver Coffin Compartment — Water Rescue Gear,Mustang Suits · Horse Collars · Helmets · Throw Bags · PFDs · Pipe Plugs,PFDs (Personal Flotation Devices),4,,,
Squad 61,Driver Coffin Compartment — Water Rescue Gear,Mustang Suits · Horse Collars · Helmets · Throw Bags · PFDs · Pipe Plugs,Box with Pipe Plugs,1,,,
Squad 61,Cab and EMS Compartment,Chargers · Hotstick · Gas Detector · AED,Spare Chargers & Batteries,1,,,
Squad 61,Cab and EMS Compartment,Chargers · Hotstick · Gas Detector · AED,Hotstick,1,,,
Squad 61,Cab and EMS Compartment,Chargers · Hotstick · Gas Detector · AED,Gas Track,1,,,
Squad 61,Cab and EMS Compartment,Chargers · Hotstick · Gas Detector · AED,4-Gas Detector and Wand,1,,,
Squad 61,Cab and EMS Compartment,Chargers · Hotstick · Gas Detector · AED,AED — Automated External Defibrillator,1,,,
